Company,Domain,Number of Reviews,Trustscore,Combined_Score,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Company VADER Sentiment Score,Company TextBlob Sentiment Score,Company BERT Sentiment Score,review_id,Review Stars,Review Comment,Review Length,Company Response,VADER Sentiment Score,TextBlob Sentiment Score,BERT Sentiment Score
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,3f3e28cecb9be770b9568a318f58dcf1,1,"Customer service skills, rude banking representatives. Even when I walk inside the PNC (SNELLVILLE) bank, most employees don't even greet you with a professional smile. Do they realize, the circulation of your money and other people's money is what keeps them operating. I've been with them for many years and their customer services sucks. Maybe when bank branches start shrinking they'll see the writing on the wall.",67,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,8e974b628bbb8b9d463fb9330735f451,2,"Dad died, I am Estate Executor, including the house mortgage. The 1st dude I spoke to could barely slur words &I had to give him options, which seemed to take the brother latently 60seconds to respond.Now I have made 10 calls, all I wish to do is make a payment &enter my name- all the docs they have received. Now they would like me to go online and look through 3,000 something forms, do a lot of downloads & 'no, we don't send it to you.'I guess I was most taken w/ banal customer service. I am mostly taken w/ how little facilitation they are required to do. I guess I am paying off the remainder and getting the he ll out- god willing when I can communicate /w them.Funny thing is, I actually expected to find some branch or rep in Seattle, oh no, this is like a financial, plastic Supermax in the way prisons are.",157,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,aebdc8eab9f7fdf70944a50db7e8204b,1,Deplorable bank.  I just opened an account.  I made a large deposit on the on line banking app.  They took my money out of my account from another bank which was In my name.  They are going to hold my money for a week before they allow me to access it.    I will transfer my funds out and close the account as soon as they release my money.  Beware of this scamming cheating bank.  They are using my money and I cant pay bills.  Scary institution.  Holds were never mentioned when I opened the account.  Laredo Texas Branch. Use caution with PNC bank.   ,103,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,371e31a07d67c93e22573b5578108fb8,5,"Deposited a payroll check which was drawn off a PNC account.  Was told it won't be available for 7 days!  Customer service can't tell me why.  I'm closing this account and going elsewhere!!!EDIT, PNC has been great to deal with after this hurdle.  I do like their banking app.",49,,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,4a2eeef65f2de95e3de1f74b12bde40a,1,"Deprecated password requirements that are made so much worse by the fact that if you get your password wrong too many times you are locked out of your account. I have hundreds of online accounts, many financial, and this is the only one I have consistent problems with.",48,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,50881e1cd8a9786fb364b25e60fc7982,1,"Despite pushy pre-approval offers to refinance existing debt, their entire process predicates upon new debt, and at no point do they actually give any consideration nor do they give any opportunity to paying off existing debt as opposed to incurring new debt, and so the process for approval is misguided and unfair. While this is unfortunate, their lack of feedback and cookie-cutter responses to everything leave much to be desired.- Generated emails without real responses- Phone personnel who don't answer questions, read off a script and then end a call- Lackluster application process",93,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,77398aaf4fce36264b12a5dd3255c7b0,1,Didn't  know how  bad this company  was.Did a balance  transfer  to save on interest  from another  credit  card  what a mistake. I was moving under  very  stressful  circumstances  so ii made my credit card  payment  a few days early  because  I put in a wrong  number  from  my checking  account  they charged me a 27.00 late fee.I asked  to have the fee waived because  I paid  my bill  early  I just made a mistake. They refused  saying  I already  had 1 waiver. I paid off the balance  and closed  the account  because  I didn't  want  to waste  time  with a company  that couldn't  forgive  a mistake. Now they are ruin my credit  I spent  years building. I refused  to pay  the 27.00 so although  I paid off the balance  and closed  the account they reported  my account  as late significantly  lowering  my credit  score  I have spent  years  building. I have paid the late fee and I am disputing  the charge.Now I have to rebuild  my credit  for 27.00.My credit  score  dropped  from  799 to 663 because  of this crooked  bank.Stay away from pnc bank.,185,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,73bc9256148902dbaf3cc2c73a4138ce,5,Discover Dr yokomuro the new counter's world AU for installing a muti-wealth project categoricalbag on all workplaces via the solar powered point plant space connection login Dr yokomuro  ,28,,0,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,4f87489faf407bb0e782959cf3b6effd,1,"Disgusted with PNC. I've had this card for years and just recently traveled to the UK, but discovered that each time I attempted to use the card it was declined. I put in a travel notification well in advance and even received a verification of such, but it still did not work. Thankfully, I was able to use my VISA bank debit card, Chase Freedom, and even my Ulta MasterCard without issue while in England. NOT happy with PNC at ALL.",81,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,8bcdfe9db42afd03706f2b7f0e5613cc,1,Disputing charge with rep was worse than having a tooth pulled.  Rep did not listen and asked the same questions several times.  She has a very poor understanding of English language which exacerbated miserable communication skills by rep.If I could give them a negative 99 as a rating that is what this transaction has earned.,55,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,2c294cc9f5d3ee5c5501b4b4ec10f777,4,Dm if you bank with PNC BANK I’m giving away $500 each to first 10 people Dm 4174701525,18,,1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,d65e1e1d4a81f30eda190fce25f28aae,1,"DO NOT BANK AT PNC. They are incompetent and fraudulent, I’ve been banking at pnc for around 4 years and hope everyone that even thinks about banking there, absolutely DOES NOT GO THERE",33,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,1e2f40079b44581b3dbad081ceb8cdfd,1,"Do not bank at PNC. They sent a mortgage marketing flyer to my Dad who has been dead for 11 months! Once they get their hooks in you, they don't let go. Our local branch was frustrating enough (poor customer service, high fees), but their corporate offices are evidently even worse. ",51,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,e7d5dc76627b0b387bb2eab0ab216a1e,1,"Do not bank with pnc! Absolutely horrible customer service, if you could call it that! They miss enter my account # and stated I was trying to pass “fraudulent” checks. Due to their errors it was a mess. No one took ownership or apologized! Would not provide a corporate number, said “they don’t have corporate #”. Asked for complaint department, again don’t have one. For a financial institution to make such serious allegations against someone you would hope to think maybe should check and make sure information is accurate...not pnc. Worst experience with a bank that I have ever had. ",100,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,055358d1cf2aa2ce74b748313e2f5259,1,"Do not bank with them. They give you overdraft fees whenever they feel like it. If you call them and show them they were in the wrong, they act like they can't refund your money. In two conversation in two days, the first day the representative agreed that there was something wrong and I shouldn't of been overdrafted but I had to wait for a call with a manager to correct the problem, the very next day my account said they gave me two more overdrafts on top of the first one. The manager said they couldn't do nothing about it.  I deposit my every day, and I never purchased anything if I don't have the money. I do understand when things are pending, that it may be the company's I purchased from is delayed, but everytime I buy anything I make sure I have the money to do so. They have taken idk how much over the years. I will admit sometimes I made mistakes, but when I do, I learn to watch myself. But then and there automated system makes no sense.  As of now, I do not trust them",192,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,52bc6e67c0e45c7ffc4ef6709a767809,1,"Do not believe what they tell you. They do not care about there customer at all, it's all about the money.",21,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,136ea78182a98a70ecc4782929d82bac,1,DO NOT get a home equity line of credit through.  thois bank.  They make it almost impossible to access your money!!  SO frustrating.  Worst bank I've ever used.,28,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,348faccf45f41bd2d20ff7cf45e78f3f,1,"Do not get a mortgage through this bank. I wanted to change what bank my mortgage payment came from, so I went online and set up a new autopayment (note, nowhere on the site does it say if you set it up at the inception, you have to fill out paperwork and cannot do this online). Next month, payment was attempted twice out of the bank I no longer had funds in (I call that Bank A). Contacted customer service, they said I had to fill out paper form. Did so, and faxed it. Next month, attempted out of Bank A twice again. Called customer service, they couldn't find my fax, so it never got changed. She assured me she took care of it. Next month, happened again. Talked to two customer service reps and they confirmed it will not happen again, yet the second attempt happened again after I talked to customer service. They said, wellllll, it is set up to do it automatically a second time and we have no way of stopping it. Um, you mean to tell me that if a customer notices you took it out of the wrong account and is trying to stop a second attempt, you have no way of stopping it? I find that hard to believe. I have no confidence that this is fixed and I'm going to have to close that other account. Also, they said they would not be able to reimburse me for the overdraft fees incurred at Bank A ($210). ",254,Company has NOT responded to this review.,-1,0,-1
