Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Sean is always pleasant and helpful whenever we speak on the phone.  I always make sure to ask for him when I call in.  I wish I could give Sean 10 stars!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I called with a question about my account Mr. Shawn was able to give me the needed information,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Danielle and Casey were on the ball very easy to do business with love the small town bank feel like a big-time bank service very happy to be a customer.  I was very satisfied !!!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I ‘twas happy with the car loan and bank services,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I locked myself out of my mobile app, and was assisted quickly.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Paul was Courteous and respectful I asked him to send me a statement and he was willing to help all the way! Thank you Paul for your service!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I needed to have my account unlocked after switching phones and messing up my password. I had a great experience that was fast. There were multiple checks of information involved that made me feel like my identity and accounts are secure at evergreen.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Best experience we have ever had getting a loan. Thank you so much!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Called for help with older statement questions staff very helpful sent me my info Pleasure doing business with people who supply customer service,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I was trying to get a new atv and they made it happen for me:) 100% happy with my experience,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I got my new credit card with no,hassle and within a few minutes   It was a wonderful experience.   Thanks so much to,the woman who helped me do that   Perfect",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"My customer services was fantastic! I worked who Paul who answered the phone “how may I improve your day”, right then, he had already improved my day.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Shelby Oakes is a fantastic member services coordinator. She did everything in her power to help resolve my situation. And in the end it had a very good outcome in my favor.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"My husband and I have been EGCU members for years. We have always appreciated their ability to make decisions in-house, their help with our accounts through hard times and their flexibility during good times to help us get the best products for our needs. I also like that you can still call them and get a person right here in Maine! Who lives in Maine! Providing that sort of personal banking is becoming hard to find. You can make connections with their customer service support folks or your local branch workers. Been burned by banks in the past. It is only a credit union for us!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I really don’t see that you have to make any changes. The tellers are great and any time I need help if they can’t help me they will make sure someone else can help.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I have found this credit union to be very professional, friendly, and extremely efficient.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I have been a credit union member way back when my father was a firefighter back in the 1970s. When I moved to Windham back in 2011, I found Evergreen FCU, Became a member. I was blessed to meet some of the best Lady's ever. We went from and old building, a trailer, to the best Credit Union building ever. If your looking for the best bank, Try Evergreen FCU. you will not be disappointed.  Stephen Shaw",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Doing business with evergreen is always a pleasure. Very easy to deal with and very professional. You are the best,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I joined ECU when I lived in Maine. Everyone was so helpful, that I decided to keep my account open when I moved to PA. Here I am almost 10 years later living in a different state and I will never switch to a local bank. Lindsay Nunley helped me finance a fun new toy very quickly.  She is one of the most helpful people that I have worked with.  Reminded me why I bank with you guys. Thanks Lindsay!",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,1,"Have had an account for over a decade and it’s just been a hassle. The mobile app and online experience and options are unacceptable for it being 2025. Mobile deposit, ApplePay, instant transfers are all difficult or impossible. If you leave the state, you have to call them so that your card doesn’t get declined. Ironically, the only financial institution that I have ever experienced fraud with among the nearly dozen I have used is, you guessed it, Liberty First. Twice. So “protections” are there to make banking difficult for the customer but do not actually keep your account secure. There aren’t any redeeming qualities to make up this these inconveniences. Do not use.",Company has NOT responded to this review.
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,I really enjoyed being able to visit and hear some of your benefits and options.  Ellie was great.,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,2,This is the only bank I know who doesn't immediately send you a debit card as soon as you set up your bank account. And then on your website it says if you need a debit card all you have to do is go into a branch and they can print you one off so I went into a branch and they informed me that they didn't have any to print off they didn't do that and then they would have to send me one in the. Which is fine I understand that you have to usually have to get them in the mail but I don't know why your website says one thing and then you do another. I moved over to this bank because I thought it would be a good banking experience and thus far it's been mostly a headache. More,Company has responded to this review.
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"The entire process of setting up a loan for consolidation as well as refinancing my car was flawless. Joe Evans was super and made it so easy on my end to accomplish these things. He was so thorough in explaining things and what I needed to do on my end. I am impressed with the LFCU site, dashboard, ease of setting up external accounts, paying loans, etc. It's been a wonderful experience!!",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,The ladies that help me open my account were very nice and very helpful I wish I would have went there a long time ago to open an account but I am glad that I have one now thank you for everything,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"They offered by far the best auto loan rate, even for a refinance, and they made it so easy and quick to do so! ",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Application process was fast and easy to fill out online.  Doris was great to work with and was excellent at explaining all my options and potential needs.,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"On November 7th, I applied for and got approved for an auto loan. Bridget has been incredibly helpful throughout the entire process. She also added insurance to the loan in case something happens to me, which really eases my mind. Additionally, she handles personal loans, auto loans, and motorcycle loans. I highly recommend her for any of your financial needs.",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"It was an amazing experience,  Mr. Chris Shipley was to the point answered all of our questions, made things go so smooth we actually thought this is to smoothly. He was very quick efficient kind and courteous. I was late getting information to him on the Friday like at almost 5 o'clock and he was ready for us Monday morning by 8:30am.  Overall was an absolute great experience don't know what or anything that could/would be better. Will be a returning customer and will most definitely recommend anyone to him.Thank you Cory & Lacey Broeker ",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Susan my loan officer at the 56th st branch is always helpful answering questions I didn't even know to ask and always nice and professional ,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Doris was amazing!  She looked through my finances and made suggestions to maximize my money!  She made the experience so easy and stress free!!!,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"Chris, in Seward, was wonderful! I will definitely recommend him to my friends when or if they are looking for a new place to bank. They were very accommodating when I could only make it in on a Saturday. Everyone I came into contact with was very friendly.",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Very friendly and helpful. Went above and beyond my expectations. ,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,This my other experience with another bank and similar process. The staff was nice and very helpful.,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"I had the pleasure of working with Loan Officer Ellie Persson over several days with my account and I must say that I was very pleased with her professionalism! From beginning to end, how she approached the situation to resolving the issue was done to make sure her customer was completely satisfied. Ellie, I appreciate you and thank you once again for all your help! ",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"I was looking for better terms for my auto loan. Shawna was very helpful and knowledgeable to assist me in getting this done.  She made the entire process seamless, with a couple of emails, confidential phone call and in-person closing meeting to sign papers.  Very pleased to have much better terms and repayment options in my new loan.  Great customer service!  Thanks again -TJ",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"Just finding your CU by accident going to the voting place.  I’m a previous CU employee from OnPoint Credit Union in  Portland Oregon. I’ve been here 5 years starting January, and I didn’t qualify to join U of Nebraska Credit Union, so I’ve just banked at a local bank. I was excited when I found your building so I decided to join.",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,The loan officer that worked with me (Shawna) was absolutely delightful! Very knowledgeable and explained things in a way that I understood all the details with ease. I appreciate her time and great communication! ,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Easy to refinance with the lowest interest rates for auto loans among the Lincoln area. Saved about 200 a month just from using Liberty first. Very helpful.,
